"fold"	"mol_prop"	"split_type"	"sim_type"	"sim"
25	"ESOL"	"Scaffold"	" Validation vs Test"	0.347729856899956
26	"ESOL"	"Scaffold"	" Validation vs Test"	0.279249182722548
27	"ESOL"	"Scaffold"	" Validation vs Test"	0.26551407320719
28	"ESOL"	"Scaffold"	" Validation vs Test"	0.34620885903898
29	"ESOL"	"Scaffold"	" Validation vs Test"	0.297128875102652
0	"FreeSolv"	"Scaffold"	" Validation vs Test"	0.318630697291631
1	"FreeSolv"	"Scaffold"	" Validation vs Test"	0.323156872047828
2	"FreeSolv"	"Scaffold"	" Validation vs Test"	0.326178902731492
3	"FreeSolv"	"Scaffold"	" Validation vs Test"	0.281345164202727
4	"FreeSolv"	"Scaffold"	" Validation vs Test"	0.272074115505585
5	"FreeSolv"	"Scaffold"	" Validation vs Test"	0.342940686471187
6	"FreeSolv"	"Scaffold"	" Validation vs Test"	0.316857110193142
7	"FreeSolv"	"Scaffold"	" Validation vs Test"	0.325966216967656
8	"FreeSolv"	"Scaffold"	" Validation vs Test"	0.257749016812214
9	"FreeSolv"	"Scaffold"	" Validation vs Test"	0.287388960100137
10	"FreeSolv"	"Scaffold"	" Validation vs Test"	0.296500244679359
11	"FreeSolv"	"Scaffold"	" Validation vs Test"	0.315418282437783
12	"FreeSolv"	"Scaffold"	" Validation vs Test"	0.290861146495892
13	"FreeSolv"	"Scaffold"	" Validation vs Test"	0.326547183726843
14	"FreeSolv"	"Scaffold"	" Validation vs Test"	0.292946899281098
15	"FreeSolv"	"Scaffold"	" Validation vs Test"	0.280042560054706
16	"FreeSolv"	"Scaffold"	" Validation vs Test"	0.288041605227269
17	"FreeSolv"	"Scaffold"	" Validation vs Test"	0.361341092162407
18	"FreeSolv"	"Scaffold"	" Validation vs Test"	0.289010570083673
19	"FreeSolv"	"Scaffold"	" Validation vs Test"	0.320278115570545
20	"FreeSolv"	"Scaffold"	" Validation vs Test"	0.335155994273149
21	"FreeSolv"	"Scaffold"	" Validation vs Test"	0.258204338756891
22	"FreeSolv"	"Scaffold"	" Validation vs Test"	0.332169333558816
23	"FreeSolv"	"Scaffold"	" Validation vs Test"	0.208043921824831
24	"FreeSolv"	"Scaffold"	" Validation vs Test"	0.345368382678582
25	"FreeSolv"	"Scaffold"	" Validation vs Test"	0.302703541631882
26	"FreeSolv"	"Scaffold"	" Validation vs Test"	0.323140560205166
27	"FreeSolv"	"Scaffold"	" Validation vs Test"	0.272749136846799
28	"FreeSolv"	"Scaffold"	" Validation vs Test"	0.358601661370351
29	"FreeSolv"	"Scaffold"	" Validation vs Test"	0.263653170202787
0	"Lipop"	"Scaffold"	" Validation vs Test"	0.402567802085763
1	"Lipop"	"Scaffold"	" Validation vs Test"	0.381640337230194
2	"Lipop"	"Scaffold"	" Validation vs Test"	0.377392022808393
3	"Lipop"	"Scaffold"	" Validation vs Test"	0.365903215305436
4	"Lipop"	"Scaffold"	" Validation vs Test"	0.373150196423133
5	"Lipop"	"Scaffold"	" Validation vs Test"	0.38330480669226
6	"Lipop"	"Scaffold"	" Validation vs Test"	0.353623689462741
7	"Lipop"	"Scaffold"	" Validation vs Test"	0.379012967468727
8	"Lipop"	"Scaffold"	" Validation vs Test"	0.375277614274195
9	"Lipop"	"Scaffold"	" Validation vs Test"	0.380928909246411
10	"Lipop"	"Scaffold"	" Validation vs Test"	0.3775796163295
11	"Lipop"	"Scaffold"	" Validation vs Test"	0.38881966982569
12	"Lipop"	"Scaffold"	" Validation vs Test"	0.364895719254301
13	"Lipop"	"Scaffold"	" Validation vs Test"	0.42021446646679
14	"Lipop"	"Scaffold"	" Validation vs Test"	0.402910756639072
15	"Lipop"	"Scaffold"	" Validation vs Test"	0.385202460877952
16	"Lipop"	"Scaffold"	" Validation vs Test"	0.384200710874228
17	"Lipop"	"Scaffold"	" Validation vs Test"	0.402224600244136
18	"Lipop"	"Scaffold"	" Validation vs Test"	0.40250068509153
19	"Lipop"	"Scaffold"	" Validation vs Test"	0.355834635719657
20	"Lipop"	"Scaffold"	" Validation vs Test"	0.359341851550908
21	"Lipop"	"Scaffold"	" Validation vs Test"	0.372886714303777
22	"Lipop"	"Scaffold"	" Validation vs Test"	0.40204839294865
23	"Lipop"	"Scaffold"	" Validation vs Test"	0.382642470974298
24	"Lipop"	"Scaffold"	" Validation vs Test"	0.386692774402244
25	"Lipop"	"Scaffold"	" Validation vs Test"	0.401700585654804
26	"Lipop"	"Scaffold"	" Validation vs Test"	0.364092823242148
27	"Lipop"	"Scaffold"	" Validation vs Test"	0.389939132687591
28	"Lipop"	"Scaffold"	" Validation vs Test"	0.355341249314092
29	"Lipop"	"Scaffold"	" Validation vs Test"	0.358360471540973
0	" BACE"	"Random"	" Validation vs Test"	0.649910066864992
1	" BACE"	"Random"	" Validation vs Test"	0.638112586285723
2	" BACE"	"Random"	" Validation vs Test"	0.655787448643854
3	" BACE"	"Random"	" Validation vs Test"	0.607640043293175
4	" BACE"	"Random"	" Validation vs Test"	0.654389342097075
5	" BACE"	"Random"	" Validation vs Test"	0.651112984081632
6	" BACE"	"Random"	" Validation vs Test"	0.632855291037183
7	" BACE"	"Random"	" Validation vs Test"	0.618726237824089
8	" BACE"	"Random"	" Validation vs Test"	0.615334879116792
9	" BACE"	"Random"	" Validation vs Test"	0.635678391805605
10	" BACE"	"Random"	" Validation vs Test"	0.645320421574931
11	" BACE"	"Random"	" Validation vs Test"	0.61262157735856
12	" BACE"	"Random"	" Validation vs Test"	0.661517239420822
13	" BACE"	"Random"	" Validation vs Test"	0.650842278705616
14	" BACE"	"Random"	" Validation vs Test"	0.615202566118617
15	" BACE"	"Random"	" Validation vs Test"	0.611847689963485
16	" BACE"	"Random"	" Validation vs Test"	0.658230073357883
17	" BACE"	"Random"	" Validation vs Test"	0.62848069803103
18	" BACE"	"Random"	" Validation vs Test"	0.651933718276651
19	" BACE"	"Random"	" Validation vs Test"	0.632652647793293
20	" BACE"	"Random"	" Validation vs Test"	0.629269103764703
21	" BACE"	"Random"	" Validation vs Test"	0.637591816975098
22	" BACE"	"Random"	" Validation vs Test"	0.651192627258991
23	" BACE"	"Random"	" Validation vs Test"	0.648798887666903
24	" BACE"	"Random"	" Validation vs Test"	0.610548160970211
25	" BACE"	"Random"	" Validation vs Test"	0.628852409555724
26	" BACE"	"Random"	" Validation vs Test"	0.623282319424968
27	" BACE"	"Random"	" Validation vs Test"	0.624683173373342
28	" BACE"	"Random"	" Validation vs Test"	0.63690443444801
29	" BACE"	"Random"	" Validation vs Test"	0.615530387547455
0	" BBBP"	"Random"	" Validation vs Test"	0.382007061923836
1	" BBBP"	"Random"	" Validation vs Test"	0.417568643376523
2	" BBBP"	"Random"	" Validation vs Test"	0.399136443129357
3	" BBBP"	"Random"	" Validation vs Test"	0.413864471237449
4	" BBBP"	"Random"	" Validation vs Test"	0.406606458492723
5	" BBBP"	"Random"	" Validation vs Test"	0.391109518998978
6	" BBBP"	"Random"	" Validation vs Test"	0.38830003606192
7	" BBBP"	"Random"	" Validation vs Test"	0.378631021754414
8	" BBBP"	"Random"	" Validation vs Test"	0.400609020399404
9	" BBBP"	"Random"	" Validation vs Test"	0.403512397634925
10	" BBBP"	"Random"	" Validation vs Test"	0.375329233486863
11	" BBBP"	"Random"	" Validation vs Test"	0.369472309472222
12	" BBBP"	"Random"	" Validation vs Test"	0.401385442171173
13	" BBBP"	"Random"	" Validation vs Test"	0.387749091375108
14	" BBBP"	"Random"	" Validation vs Test"	0.388431300427399
15	" BBBP"	"Random"	" Validation vs Test"	0.378107229393779
16	" BBBP"	"Random"	" Validation vs Test"	0.383719484814826
17	" BBBP"	"Random"	" Validation vs Test"	0.414649559696223
18	" BBBP"	"Random"	" Validation vs Test"	0.372157663143441
19	" BBBP"	"Random"	" Validation vs Test"	0.388144799307281
20	" BBBP"	"Random"	" Validation vs Test"	0.385316309902598
21	" BBBP"	"Random"	" Validation vs Test"	0.382768108162518
22	" BBBP"	"Random"	" Validation vs Test"	0.387676316788237
23	" BBBP"	"Random"	" Validation vs Test"	0.381909435761033
24	" BBBP"	"Random"	" Validation vs Test"	0.388886548469172
25	" BBBP"	"Random"	" Validation vs Test"	0.387445798691581
26	" BBBP"	"Random"	" Validation vs Test"	0.383548593404246
27	" BBBP"	"Random"	" Validation vs Test"	0.407125474191179
28	" BBBP"	"Random"	" Validation vs Test"	0.379384936947449
29	" BBBP"	"Random"	" Validation vs Test"	0.408369988349139
0	" HIV"	"Random"	" Validation vs Test"	0.44644253006997
1	" HIV"	"Random"	" Validation vs Test"	0.450240029526139
2	" HIV"	"Random"	" Validation vs Test"	0.449999792643078
3	" HIV"	"Random"	" Validation vs Test"	0.451248808463444
4	" HIV"	"Random"	" Validation vs Test"	0.449599566419514
5	" HIV"	"Random"	" Validation vs Test"	0.448764263032968
6	" HIV"	"Random"	" Validation vs Test"	0.445840456493791
7	" HIV"	"Random"	" Validation vs Test"	0.441289770774002
8	" HIV"	"Random"	" Validation vs Test"	0.451242334294748
9	" HIV"	"Random"	" Validation vs Test"	0.440242416370518
10	" HIV"	"Random"	" Validation vs Test"	0.443371617838237
11	" HIV"	"Random"	" Validation vs Test"	0.450782201055654
12	" HIV"	"Random"	" Validation vs Test"	0.44526096290476
13	" HIV"	"Random"	" Validation vs Test"	0.449432860207607
14	" HIV"	"Random"	" Validation vs Test"	0.449584062330093
15	" HIV"	"Random"	" Validation vs Test"	0.448415676359637
16	" HIV"	"Random"	" Validation vs Test"	0.447682460670833
17	" HIV"	"Random"	" Validation vs Test"	0.449303068193443
18	" HIV"	"Random"	" Validation vs Test"	0.447721760503544
19	" HIV"	"Random"	" Validation vs Test"	0.445284161648769
20	" HIV"	"Random"	" Validation vs Test"	0.446562839177891
21	" HIV"	"Random"	" Validation vs Test"	0.448875588115595
22	" HIV"	"Random"	" Validation vs Test"	0.447541068341794
23	" HIV"	"Random"	" Validation vs Test"	0.447524733348699
24	" HIV"	"Random"	" Validation vs Test"	0.449608032470952
25	" HIV"	"Random"	" Validation vs Test"	0.448744410295252
26	" HIV"	"Random"	" Validation vs Test"	0.445122201911382
27	" HIV"	"Random"	" Validation vs Test"	0.447660462700289
28	" HIV"	"Random"	" Validation vs Test"	0.44439218167932
29	" HIV"	"Random"	" Validation vs Test"	0.443640970704462
0	"ESOL"	"Random"	" Validation vs Test"	0.393849056906405
1	"ESOL"	"Random"	" Validation vs Test"	0.379098451902381
2	"ESOL"	"Random"	" Validation vs Test"	0.361081046077002
3	"ESOL"	"Random"	" Validation vs Test"	0.388953936574733
4	"ESOL"	"Random"	" Validation vs Test"	0.378636557378073
5	"ESOL"	"Random"	" Validation vs Test"	0.354944896974922
6	"ESOL"	"Random"	" Validation vs Test"	0.389607095217283
7	"ESOL"	"Random"	" Validation vs Test"	0.379184341635061
8	"ESOL"	"Random"	" Validation vs Test"	0.395048255941509
9	"ESOL"	"Random"	" Validation vs Test"	0.37853022401048
10	"ESOL"	"Random"	" Validation vs Test"	0.377805883905529
11	"ESOL"	"Random"	" Validation vs Test"	0.38643789563361
12	"ESOL"	"Random"	" Validation vs Test"	0.427900678816095
13	"ESOL"	"Random"	" Validation vs Test"	0.396784642694798
14	"ESOL"	"Random"	" Validation vs Test"	0.339506770063818
15	"ESOL"	"Random"	" Validation vs Test"	0.381606171682345
16	"ESOL"	"Random"	" Validation vs Test"	0.353705030099481
17	"ESOL"	"Random"	" Validation vs Test"	0.399179345145162
18	"ESOL"	"Random"	" Validation vs Test"	0.374935440521325
19	"ESOL"	"Random"	" Validation vs Test"	0.361911539878465
20	"ESOL"	"Random"	" Validation vs Test"	0.375954286582702
21	"ESOL"	"Random"	" Validation vs Test"	0.382050758441993
22	"ESOL"	"Random"	" Validation vs Test"	0.385443150271884
23	"ESOL"	"Random"	" Validation vs Test"	0.384690114288731
24	"ESOL"	"Random"	" Validation vs Test"	0.375808174169697
25	"ESOL"	"Random"	" Validation vs Test"	0.397326484784088
26	"ESOL"	"Random"	" Validation vs Test"	0.38542198000756
27	"ESOL"	"Random"	" Validation vs Test"	0.39164174743722
28	"ESOL"	"Random"	" Validation vs Test"	0.362982237266492
29	"ESOL"	"Random"	" Validation vs Test"	0.367930863217442
0	"FreeSolv"	"Random"	" Validation vs Test"	0.373756265754883
1	"FreeSolv"	"Random"	" Validation vs Test"	0.362776095133561
2	"FreeSolv"	"Random"	" Validation vs Test"	0.379673732817173
3	"FreeSolv"	"Random"	" Validation vs Test"	0.35636906428979
4	"FreeSolv"	"Random"	" Validation vs Test"	0.397111902557887
5	"FreeSolv"	"Random"	" Validation vs Test"	0.367752382044609
6	"FreeSolv"	"Random"	" Validation vs Test"	0.350365353891483
7	"FreeSolv"	"Random"	" Validation vs Test"	0.41602328648934
8	"FreeSolv"	"Random"	" Validation vs Test"	0.346020876558927
9	"FreeSolv"	"Random"	" Validation vs Test"	0.346301114559174
10	"FreeSolv"	"Random"	" Validation vs Test"	0.350054803834512
11	"FreeSolv"	"Random"	" Validation vs Test"	0.38580701729426
12	"FreeSolv"	"Random"	" Validation vs Test"	0.349033916111176
13	"FreeSolv"	"Random"	" Validation vs Test"	0.35655011431529
14	"FreeSolv"	"Random"	" Validation vs Test"	0.372947790072514
15	"FreeSolv"	"Random"	" Validation vs Test"	0.373938425687643
16	"FreeSolv"	"Random"	" Validation vs Test"	0.370202100735444
17	"FreeSolv"	"Random"	" Validation vs Test"	0.369747657844654
18	"FreeSolv"	"Random"	" Validation vs Test"	0.318195891265686
19	"FreeSolv"	"Random"	" Validation vs Test"	0.314153445454744
20	"FreeSolv"	"Random"	" Validation vs Test"	0.33729131347858
21	"FreeSolv"	"Random"	" Validation vs Test"	0.383133560762956
22	"FreeSolv"	"Random"	" Validation vs Test"	0.347055013363178
23	"FreeSolv"	"Random"	" Validation vs Test"	0.344343959941314
24	"FreeSolv"	"Random"	" Validation vs Test"	0.329195659321088
25	"FreeSolv"	"Random"	" Validation vs Test"	0.367813623868502
26	"FreeSolv"	"Random"	" Validation vs Test"	0.385066656309825
27	"FreeSolv"	"Random"	" Validation vs Test"	0.384981798437925
28	"FreeSolv"	"Random"	" Validation vs Test"	0.373299290125187
29	"FreeSolv"	"Random"	" Validation vs Test"	0.335272704408719
0	"Lipop"	"Random"	" Validation vs Test"	0.436321831530049
1	"Lipop"	"Random"	" Validation vs Test"	0.478790829295204
2	"Lipop"	"Random"	" Validation vs Test"	0.448400469656501
3	"Lipop"	"Random"	" Validation vs Test"	0.450226579251743
4	"Lipop"	"Random"	" Validation vs Test"	0.471772897811163
5	"Lipop"	"Random"	" Validation vs Test"	0.44609354081608
6	"Lipop"	"Random"	" Validation vs Test"	0.446096861681768
7	"Lipop"	"Random"	" Validation vs Test"	0.452267027326993
8	"Lipop"	"Random"	" Validation vs Test"	0.44844923672222
9	"Lipop"	"Random"	" Validation vs Test"	0.452509895038037
10	"Lipop"	"Random"	" Validation vs Test"	0.468148596052613
11	"Lipop"	"Random"	" Validation vs Test"	0.466535041339341
12	"Lipop"	"Random"	" Validation vs Test"	0.449491730935517
13	"Lipop"	"Random"	" Validation vs Test"	0.457559990563563
14	"Lipop"	"Random"	" Validation vs Test"	0.458176037598224
15	"Lipop"	"Random"	" Validation vs Test"	0.441944009278502
16	"Lipop"	"Random"	" Validation vs Test"	0.444952178498109
17	"Lipop"	"Random"	" Validation vs Test"	0.462434802062455
18	"Lipop"	"Random"	" Validation vs Test"	0.450733518564985
19	"Lipop"	"Random"	" Validation vs Test"	0.456876257203874
20	"Lipop"	"Random"	" Validation vs Test"	0.454879684781744
21	"Lipop"	"Random"	" Validation vs Test"	0.445107737964108
22	"Lipop"	"Random"	" Validation vs Test"	0.447360458597541
23	"Lipop"	"Random"	" Validation vs Test"	0.462492698395536
24	"Lipop"	"Random"	" Validation vs Test"	0.462735739634151
25	"Lipop"	"Random"	" Validation vs Test"	0.459392911302192
26	"Lipop"	"Random"	" Validation vs Test"	0.435679607625519
27	"Lipop"	"Random"	" Validation vs Test"	0.464202656650117
28	"Lipop"	"Random"	" Validation vs Test"	0.469216083522354
29	"Lipop"	"Random"	" Validation vs Test"	0.463704526176055
