"fold"	"D_statistic"	"p_value"	"split_type"	"mol_prop"	"group"
9	0.0565691460649898	0.266422721018563	"Scaffold"	" MOR"	" Validation vs Test"
10	0.0840860292441853	0.0233891901088216	"Scaffold"	" MOR"	" Validation vs Test"
11	0.11030143821896	0.000947415665892959	"Scaffold"	" MOR"	" Validation vs Test"
12	0.0408854822651649	0.669019000948989	"Scaffold"	" MOR"	" Validation vs Test"
13	0.0834322933534852	0.0250576043937915	"Scaffold"	" MOR"	" Validation vs Test"
14	0.0687082418702844	0.102565053773214	"Scaffold"	" MOR"	" Validation vs Test"
15	0.0664951359650701	0.12379898457318	"Scaffold"	" MOR"	" Validation vs Test"
16	0.0982223181834539	0.00462170268375561	"Scaffold"	" MOR"	" Validation vs Test"
17	0.161124905538163	1.61095234263442e-07	"Scaffold"	" MOR"	" Validation vs Test"
18	0.100483404704499	0.00348363462416423	"Scaffold"	" MOR"	" Validation vs Test"
19	0.15595499418235	4.51873727547181e-07	"Scaffold"	" MOR"	" Validation vs Test"
20	0.0898437031439298	0.0124558481560578	"Scaffold"	" MOR"	" Validation vs Test"
21	0.110721268607483	0.000893686077273803	"Scaffold"	" MOR"	" Validation vs Test"
22	0.0851715906773663	0.020835708618233	"Scaffold"	" MOR"	" Validation vs Test"
23	0.103566159271654	0.00234502726892927	"Scaffold"	" MOR"	" Validation vs Test"
24	0.0545179747382058	0.30711588169252	"Scaffold"	" MOR"	" Validation vs Test"
25	0.0321410150299279	0.901255411338211	"Scaffold"	" MOR"	" Validation vs Test"
26	0.105845238523636	0.00173673860455492	"Scaffold"	" MOR"	" Validation vs Test"
27	0.085495459834227	0.020123553613048	"Scaffold"	" MOR"	" Validation vs Test"
28	0.10669689445464	0.00154978852780974	"Scaffold"	" MOR"	" Validation vs Test"
29	0.0908512960763852	0.0111076771397274	"Scaffold"	" MOR"	" Validation vs Test"
0	0.0444787274779516	0.563920938016733	"Random"	" MOR"	" Training vs Validation"
1	0.0480714290010405	0.462953169228697	"Random"	" MOR"	" Training vs Validation"
2	0.051032600959524	0.387213828200185	"Random"	" MOR"	" Training vs Validation"
3	0.0494507697643693	0.426716059847314	"Random"	" MOR"	" Training vs Validation"
4	0.0572957703558018	0.254303169161124	"Random"	" MOR"	" Training vs Validation"
5	0.0701609297719076	0.0910480818841997	"Random"	" MOR"	" Training vs Validation"
6	0.110802363323971	0.00090094980196298	"Random"	" MOR"	" Training vs Validation"
7	0.0538133358995487	0.323494599479564	"Random"	" MOR"	" Training vs Validation"
8	0.0453267814647075	0.539366709560093	"Random"	" MOR"	" Training vs Validation"
9	0.0637273476359743	0.156274073675436	"Random"	" MOR"	" Training vs Validation"
10	0.0441379019986407	0.573885927451632	"Random"	" MOR"	" Training vs Validation"
11	0.0413270942222062	0.65736572472749	"Random"	" MOR"	" Training vs Validation"
12	0.063443660545842	0.159847416493563	"Random"	" MOR"	" Training vs Validation"
13	0.0703122963818368	0.0898414731361671	"Random"	" MOR"	" Training vs Validation"
14	0.0210860704626606	0.9990303127547	"Random"	" MOR"	" Training vs Validation"
15	0.0527657987646079	0.346619593799475	"Random"	" MOR"	" Training vs Validation"
16	0.0412378781408572	0.660031169800358	"Random"	" MOR"	" Training vs Validation"
17	0.0497956049552015	0.417911947551887	"Random"	" MOR"	" Training vs Validation"
18	0.0561179175964185	0.276412141087887	"Random"	" MOR"	" Training vs Validation"
19	0.0588375044357434	0.227408863274369	"Random"	" MOR"	" Training vs Validation"
20	0.0290553721112535	0.953756312394083	"Random"	" MOR"	" Training vs Validation"
21	0.057862142108186	0.24416222419102	"Random"	" MOR"	" Training vs Validation"
22	0.0545511228194688	0.307853593237684	"Random"	" MOR"	" Training vs Validation"
23	0.0738428473763455	0.0652799480015269	"Random"	" MOR"	" Training vs Validation"
24	0.0519357884796978	0.36570072872805	"Random"	" MOR"	" Training vs Validation"
25	0.0359891657594694	0.811048245679605	"Random"	" MOR"	" Training vs Validation"
26	0.033725683605693	0.867663928565972	"Random"	" MOR"	" Training vs Validation"
27	0.0727542106983113	0.0721561685298103	"Random"	" MOR"	" Training vs Validation"
28	0.0569018161988336	0.261537841046852	"Random"	" MOR"	" Training vs Validation"
29	0.0418323178738906	0.642270057365118	"Random"	" MOR"	" Training vs Validation"
0	0.0277208007964782	0.969020027535242	"Scaffold"	" MOR"	" Training vs Validation"
1	0.0519450142142575	0.363959257805406	"Scaffold"	" MOR"	" Training vs Validation"
2	0.0681084841723944	0.107997017950138	"Scaffold"	" MOR"	" Training vs Validation"
3	0.11351613947965	0.000602468392198241	"Scaffold"	" MOR"	" Training vs Validation"
4	0.159277651828661	2.33781779379605e-07	"Scaffold"	" MOR"	" Training vs Validation"
5	0.137698369858577	1.31810836355717e-05	"Scaffold"	" MOR"	" Training vs Validation"
6	0.0441781520265812	0.571079153845634	"Scaffold"	" MOR"	" Training vs Validation"
7	0.0591720944738326	0.220647212622228	"Scaffold"	" MOR"	" Training vs Validation"
8	0.0943478834550841	0.00739052244993665	"Scaffold"	" MOR"	" Training vs Validation"
9	0.0565691460649898	0.266422721018563	"Scaffold"	" MOR"	" Training vs Validation"
10	0.0840860292441853	0.0233891901088216	"Scaffold"	" MOR"	" Training vs Validation"
11	0.11030143821896	0.000947415665892959	"Scaffold"	" MOR"	" Training vs Validation"
12	0.0408854822651649	0.669019000948989	"Scaffold"	" MOR"	" Training vs Validation"
13	0.0834322933534852	0.0250576043937915	"Scaffold"	" MOR"	" Training vs Validation"
14	0.0687082418702844	0.102565053773214	"Scaffold"	" MOR"	" Training vs Validation"
15	0.0664951359650701	0.12379898457318	"Scaffold"	" MOR"	" Training vs Validation"
16	0.0982223181834539	0.00462170268375561	"Scaffold"	" MOR"	" Training vs Validation"
17	0.161124905538163	1.61095234263442e-07	"Scaffold"	" MOR"	" Training vs Validation"
18	0.100483404704499	0.00348363462416423	"Scaffold"	" MOR"	" Training vs Validation"
19	0.15595499418235	4.51873727547181e-07	"Scaffold"	" MOR"	" Training vs Validation"
20	0.0898437031439298	0.0124558481560578	"Scaffold"	" MOR"	" Training vs Validation"
21	0.110721268607483	0.000893686077273803	"Scaffold"	" MOR"	" Training vs Validation"
22	0.0851715906773663	0.020835708618233	"Scaffold"	" MOR"	" Training vs Validation"
23	0.103566159271654	0.00234502726892927	"Scaffold"	" MOR"	" Training vs Validation"
24	0.0545179747382058	0.30711588169252	"Scaffold"	" MOR"	" Training vs Validation"
25	0.0321410150299279	0.901255411338211	"Scaffold"	" MOR"	" Training vs Validation"
26	0.105845238523636	0.00173673860455492	"Scaffold"	" MOR"	" Training vs Validation"
27	0.085495459834227	0.020123553613048	"Scaffold"	" MOR"	" Training vs Validation"
28	0.10669689445464	0.00154978852780974	"Scaffold"	" MOR"	" Training vs Validation"
29	0.0908512960763852	0.0111076771397274	"Scaffold"	" MOR"	" Training vs Validation"
0	0.0466209676063476	0.560725174721955	"Random"	"DOR"	"Training vs Test"
1	0.0382565504254865	0.794874260019908	"Random"	"DOR"	"Training vs Test"
2	0.0671038820983459	0.150725338884698	"Random"	"DOR"	"Training vs Test"
3	0.0578699978623601	0.291581134427006	"Random"	"DOR"	"Training vs Test"
4	0.0342502768123704	0.88927531344099	"Random"	"DOR"	"Training vs Test"
5	0.0798468585098487	0.0514631576806288	"Random"	"DOR"	"Training vs Test"
6	0.0340281063632018	0.89377547646282	"Random"	"DOR"	"Training vs Test"
7	0.0387801521327162	0.781060457336857	"Random"	"DOR"	"Training vs Test"
8	0.0883649936231077	0.0226083526750923	"Random"	"DOR"	"Training vs Test"
9	0.0393662017499826	0.765312181951895	"Random"	"DOR"	"Training vs Test"
10	0.0699969016229252	0.12005782885587	"Random"	"DOR"	"Training vs Test"
11	0.0545698660011961	0.359768530390065	"Random"	"DOR"	"Training vs Test"
12	0.086653680703836	0.0268498509844735	"Random"	"DOR"	"Training vs Test"
13	0.0792992383756819	0.0541032825112785	"Random"	"DOR"	"Training vs Test"
14	0.0625103579466167	0.211979129408084	"Random"	"DOR"	"Training vs Test"
15	0.0504254864331915	0.458785548152372	"Random"	"DOR"	"Training vs Test"
16	0.0569320782904644	0.309966149133787	"Random"	"DOR"	"Training vs Test"
17	0.0465525150895767	0.562632045826439	"Random"	"DOR"	"Training vs Test"
18	0.0686158420740393	0.133992701132299	"Random"	"DOR"	"Training vs Test"
19	0.0341253809922973	0.891816174781813	"Random"	"DOR"	"Training vs Test"
20	0.0304697764124636	0.95260984222818	"Random"	"DOR"	"Training vs Test"
21	0.0396676330080438	0.757107484733573	"Random"	"DOR"	"Training vs Test"
22	0.0512108889940362	0.438949713169767	"Random"	"DOR"	"Training vs Test"
23	0.0334084309482234	0.905843691907434	"Random"	"DOR"	"Training vs Test"
24	0.0570617777959251	0.307376640402136	"Random"	"DOR"	"Training vs Test"
25	0.0502501519165503	0.463276932709712	"Random"	"DOR"	"Training vs Test"
26	0.0452194923945651	0.60011632503022	"Random"	"DOR"	"Training vs Test"
27	0.0751632652571052	0.0780698374576171	"Random"	"DOR"	"Training vs Test"
28	0.0356301354399095	0.859411023620606	"Random"	"DOR"	"Training vs Test"
29	0.0928972707861472	0.0141074245832505	"Random"	"DOR"	"Training vs Test"
0	0.0970860844439854	0.00893387994592898	"Scaffold"	"DOR"	"Training vs Test"
1	0.101999053673979	0.00509545919354715	"Scaffold"	"DOR"	"Training vs Test"
2	0.0978895008250329	0.00816555023948085	"Scaffold"	"DOR"	"Training vs Test"
3	0.0619231074080034	0.221025265558085	"Scaffold"	"DOR"	"Training vs Test"
4	0.0749915335045046	0.0792339082568491	"Scaffold"	"DOR"	"Training vs Test"
5	0.16987272635566	1.27806033201061e-07	"Scaffold"	"DOR"	"Training vs Test"
6	0.146606076181647	8.75735712835279e-06	"Scaffold"	"DOR"	"Training vs Test"
7	0.0662067938522434	0.161420938352322	"Scaffold"	"DOR"	"Training vs Test"
8	0.204151825280355	8.12833134133939e-11	"Scaffold"	"DOR"	"Training vs Test"
9	0.062987123721319	0.204845585517258	"Scaffold"	"DOR"	"Training vs Test"
10	0.119532505338095	0.000548002780491941	"Scaffold"	"DOR"	"Training vs Test"
11	0.0704064158022035	0.116162066335155	"Scaffold"	"DOR"	"Training vs Test"
12	0.0889318284988243	0.0213409204329036	"Scaffold"	"DOR"	"Training vs Test"
13	0.15788512947133	1.21934152708114e-06	"Scaffold"	"DOR"	"Training vs Test"
14	0.136318983924467	4.65590871258081e-05	"Scaffold"	"DOR"	"Training vs Test"
15	0.102544271965452	0.00477946515264138	"Scaffold"	"DOR"	"Training vs Test"
16	0.0751488542009429	0.0781669629274222	"Scaffold"	"DOR"	"Training vs Test"
17	0.176784028706824	3.23016824399502e-08	"Scaffold"	"DOR"	"Training vs Test"
18	0.0865996392432273	0.0269945557129948	"Scaffold"	"DOR"	"Training vs Test"
19	0.111494738763579	0.00159129377512779	"Scaffold"	"DOR"	"Training vs Test"
20	0.075291763841219	0.0772083035355403	"Scaffold"	"DOR"	"Training vs Test"
21	0.0587562778163407	0.274934135214279	"Scaffold"	"DOR"	"Training vs Test"
22	0.0387669419979008	0.781412089783101	"Scaffold"	"DOR"	"Training vs Test"
23	0.139314081763529	2.89855301874864e-05	"Scaffold"	"DOR"	"Training vs Test"
24	0.0661083183018011	0.1626309606128	"Scaffold"	"DOR"	"Training vs Test"
25	0.111170489999928	0.00165863485797257	"Scaffold"	"DOR"	"Training vs Test"
26	0.0831289765508097	0.0378564343565381	"Scaffold"	"DOR"	"Training vs Test"
27	0.114280876288288	0.00110896918266046	"Scaffold"	"DOR"	"Training vs Test"
28	0.103730782256147	0.00415297750199328	"Scaffold"	"DOR"	"Training vs Test"
29	0.0310498214229958	0.944802962710686	"Scaffold"	"DOR"	"Training vs Test"
0	0.0523431340499587	0.768943679283079	"Random"	"DOR"	" Validation vs Test"
1	0.0707363036747879	0.395170288133002	"Random"	"DOR"	" Validation vs Test"
2	0.104522815991385	0.0590017204634673	"Random"	"DOR"	" Validation vs Test"
3	0.0441128396438668	0.91224794279481	"Random"	"DOR"	" Validation vs Test"
4	0.0593619598869297	0.620769285890134	"Random"	"DOR"	" Validation vs Test"
5	0.0734188412206987	0.34970871489348	"Random"	"DOR"	" Validation vs Test"
6	0.0635251812395438	0.533331466740065	"Random"	"DOR"	" Validation vs Test"
7	0.0796780954944906	0.257580405871282	"Random"	"DOR"	" Validation vs Test"
8	0.0884756648654886	0.160113479333208	"Random"	"DOR"	" Validation vs Test"
9	0.047401111474338	0.861731971335034	"Random"	"DOR"	" Validation vs Test"
10	0.0823606330404016	0.224054426168877	"Random"	"DOR"	" Validation vs Test"
11	0.0729957887044977	0.3566432321658	"Random"	"DOR"	" Validation vs Test"
12	0.0876584043228275	0.167708761077207	"Random"	"DOR"	" Validation vs Test"
13	0.0624963944387824	0.554581819842345	"Random"	"DOR"	" Validation vs Test"
14	0.0721785281618368	0.370290619737869	"Random"	"DOR"	" Validation vs Test"
15	0.0481702978674307	0.848440903729103	"Random"	"DOR"	" Validation vs Test"
16	0.074793761898352	0.327789880570966	"Random"	"DOR"	" Validation vs Test"
17	0.088994865680826	0.155432361694511	"Random"	"DOR"	" Validation vs Test"
18	0.076543660942638	0.301270956227964	"Random"	"DOR"	" Validation vs Test"
19	0.0570063265580833	0.671185779942218	"Random"	"DOR"	" Validation vs Test"
20	0.0640828413745361	0.521941747385303	"Random"	"DOR"	" Validation vs Test"
21	0.097061707978386	0.0958261143716987	"Random"	"DOR"	" Validation vs Test"
22	0.0879949233698055	0.164547389235641	"Random"	"DOR"	" Validation vs Test"
23	0.0481799126973444	0.848271624719668	"Random"	"DOR"	" Validation vs Test"
24	0.0549199084668193	0.715566515050146	"Random"	"DOR"	" Validation vs Test"
25	0.0382189489067938	0.972565967166518	"Random"	"DOR"	" Validation vs Test"
26	0.0784954714151107	0.273515947880809	"Random"	"DOR"	" Validation vs Test"
27	0.113022325635059	0.0325012388046803	"Random"	"DOR"	" Validation vs Test"
28	0.056362132953868	0.684949631986156	"Random"	"DOR"	" Validation vs Test"
29	0.122291021671827	0.016085137731347	"Random"	"DOR"	" Validation vs Test"
0	0.0970860844439854	0.00893387994592898	"Scaffold"	"DOR"	" Validation vs Test"
1	0.101999053673979	0.00509545919354715	"Scaffold"	"DOR"	" Validation vs Test"
2	0.0978895008250329	0.00816555023948085	"Scaffold"	"DOR"	" Validation vs Test"
3	0.0619231074080034	0.221025265558085	"Scaffold"	"DOR"	" Validation vs Test"
4	0.0749915335045046	0.0792339082568491	"Scaffold"	"DOR"	" Validation vs Test"
5	0.16987272635566	1.27806033201061e-07	"Scaffold"	"DOR"	" Validation vs Test"
6	0.146606076181647	8.75735712835279e-06	"Scaffold"	"DOR"	" Validation vs Test"
7	0.0662067938522434	0.161420938352322	"Scaffold"	"DOR"	" Validation vs Test"
8	0.204151825280355	8.12833134133939e-11	"Scaffold"	"DOR"	" Validation vs Test"
9	0.062987123721319	0.204845585517258	"Scaffold"	"DOR"	" Validation vs Test"
10	0.119532505338095	0.000548002780491941	"Scaffold"	"DOR"	" Validation vs Test"
11	0.0704064158022035	0.116162066335155	"Scaffold"	"DOR"	" Validation vs Test"
12	0.0889318284988243	0.0213409204329036	"Scaffold"	"DOR"	" Validation vs Test"
13	0.15788512947133	1.21934152708114e-06	"Scaffold"	"DOR"	" Validation vs Test"
14	0.136318983924467	4.65590871258081e-05	"Scaffold"	"DOR"	" Validation vs Test"
15	0.102544271965452	0.00477946515264138	"Scaffold"	"DOR"	" Validation vs Test"
16	0.0751488542009429	0.0781669629274222	"Scaffold"	"DOR"	" Validation vs Test"
17	0.176784028706824	3.23016824399502e-08	"Scaffold"	"DOR"	" Validation vs Test"
18	0.0865996392432273	0.0269945557129948	"Scaffold"	"DOR"	" Validation vs Test"
19	0.111494738763579	0.00159129377512779	"Scaffold"	"DOR"	" Validation vs Test"
20	0.075291763841219	0.0772083035355403	"Scaffold"	"DOR"	" Validation vs Test"
21	0.0587562778163407	0.274934135214279	"Scaffold"	"DOR"	" Validation vs Test"
22	0.0387669419979008	0.781412089783101	"Scaffold"	"DOR"	" Validation vs Test"
23	0.139314081763529	2.89855301874864e-05	"Scaffold"	"DOR"	" Validation vs Test"
24	0.0661083183018011	0.1626309606128	"Scaffold"	"DOR"	" Validation vs Test"
25	0.111170489999928	0.00165863485797257	"Scaffold"	"DOR"	" Validation vs Test"
26	0.0831289765508097	0.0378564343565381	"Scaffold"	"DOR"	" Validation vs Test"
27	0.114280876288288	0.00110896918266046	"Scaffold"	"DOR"	" Validation vs Test"
28	0.103730782256147	0.00415297750199328	"Scaffold"	"DOR"	" Validation vs Test"
29	0.0310498214229958	0.944802962710686	"Scaffold"	"DOR"	" Validation vs Test"
0	0.0513349941453965	0.437617910278189	"Random"	"DOR"	" Training vs Validation"
1	0.0534118123250244	0.38769302141073	"Random"	"DOR"	" Training vs Validation"
2	0.046092353357844	0.577281866303182	"Random"	"DOR"	" Training vs Validation"
3	0.0571558673727527	0.30707052085547	"Random"	"DOR"	" Training vs Validation"
4	0.0520866963171413	0.419140279051993	"Random"	"DOR"	" Training vs Validation"
5	0.033792867502855	0.899352493719579	"Random"	"DOR"	" Training vs Validation"
6	0.0530094589189944	0.397086137398262	"Random"	"DOR"	" Training vs Validation"
7	0.0450443070606999	0.606844300652188	"Random"	"DOR"	" Training vs Validation"
8	0.0412111078451687	0.715818463586923	"Random"	"DOR"	" Training vs Validation"
9	0.0316654539847443	0.936408016920507	"Random"	"DOR"	" Training vs Validation"
10	0.0235196044890112	0.997396374024913	"Random"	"DOR"	" Training vs Validation"
11	0.0450563535698625	0.606502773041551	"Random"	"DOR"	" Training vs Validation"
12	0.0770470633019964	0.066846494154662	"Random"	"DOR"	" Training vs Validation"
13	0.0619503780194575	0.221935000080353	"Random"	"DOR"	" Training vs Validation"
14	0.0362334902591927	0.846575881433875	"Random"	"DOR"	" Training vs Validation"
15	0.0341928116070526	0.891404201285371	"Random"	"DOR"	" Training vs Validation"
16	0.0750955288176592	0.0792299209739897	"Random"	"DOR"	" Training vs Validation"
17	0.0586472252070795	0.278440227238492	"Random"	"DOR"	" Training vs Validation"
18	0.0319834818266363	0.931450944426984	"Random"	"DOR"	" Training vs Validation"
19	0.0441119072515167	0.633361708894533	"Random"	"DOR"	" Training vs Validation"
20	0.0529251333548564	0.399072109422102	"Random"	"DOR"	" Training vs Validation"
21	0.0713129249406107	0.108777580459632	"Random"	"DOR"	" Training vs Validation"
22	0.0658727214027919	0.166692103420566	"Random"	"DOR"	" Training vs Validation"
23	0.0450394884570349	0.606980921105054	"Random"	"DOR"	" Training vs Validation"
24	0.0265047294594972	0.987895340830916	"Random"	"DOR"	" Training vs Validation"
25	0.0300560403606243	0.958237376855507	"Random"	"DOR"	" Training vs Validation"
26	0.0464682044437163	0.566769976256732	"Random"	"DOR"	" Training vs Validation"
27	0.0546983795035874	0.358592402006715	"Random"	"DOR"	" Training vs Validation"
28	0.040623238198035	0.732263875440124	"Random"	"DOR"	" Training vs Validation"
29	0.056543904707294	0.319395697897402	"Random"	"DOR"	" Training vs Validation"
0	0.0970860844439854	0.00893387994592898	"Scaffold"	"DOR"	" Training vs Validation"
1	0.101999053673979	0.00509545919354715	"Scaffold"	"DOR"	" Training vs Validation"
2	0.0978895008250329	0.00816555023948085	"Scaffold"	"DOR"	" Training vs Validation"
3	0.0619231074080034	0.221025265558085	"Scaffold"	"DOR"	" Training vs Validation"
4	0.0749915335045046	0.0792339082568491	"Scaffold"	"DOR"	" Training vs Validation"
5	0.16987272635566	1.27806033201061e-07	"Scaffold"	"DOR"	" Training vs Validation"
6	0.146606076181647	8.75735712835279e-06	"Scaffold"	"DOR"	" Training vs Validation"
7	0.0662067938522434	0.161420938352322	"Scaffold"	"DOR"	" Training vs Validation"
8	0.204151825280355	8.12833134133939e-11	"Scaffold"	"DOR"	" Training vs Validation"
9	0.062987123721319	0.204845585517258	"Scaffold"	"DOR"	" Training vs Validation"
10	0.119532505338095	0.000548002780491941	"Scaffold"	"DOR"	" Training vs Validation"
11	0.0704064158022035	0.116162066335155	"Scaffold"	"DOR"	" Training vs Validation"
12	0.0889318284988243	0.0213409204329036	"Scaffold"	"DOR"	" Training vs Validation"
13	0.15788512947133	1.21934152708114e-06	"Scaffold"	"DOR"	" Training vs Validation"
14	0.136318983924467	4.65590871258081e-05	"Scaffold"	"DOR"	" Training vs Validation"
15	0.102544271965452	0.00477946515264138	"Scaffold"	"DOR"	" Training vs Validation"
16	0.0751488542009429	0.0781669629274222	"Scaffold"	"DOR"	" Training vs Validation"
17	0.176784028706824	3.23016824399502e-08	"Scaffold"	"DOR"	" Training vs Validation"
18	0.0865996392432273	0.0269945557129948	"Scaffold"	"DOR"	" Training vs Validation"
19	0.111494738763579	0.00159129377512779	"Scaffold"	"DOR"	" Training vs Validation"
20	0.075291763841219	0.0772083035355403	"Scaffold"	"DOR"	" Training vs Validation"
21	0.0587562778163407	0.274934135214279	"Scaffold"	"DOR"	" Training vs Validation"
22	0.0387669419979008	0.781412089783101	"Scaffold"	"DOR"	" Training vs Validation"
23	0.139314081763529	2.89855301874864e-05	"Scaffold"	"DOR"	" Training vs Validation"
24	0.0661083183018011	0.1626309606128	"Scaffold"	"DOR"	" Training vs Validation"
25	0.111170489999928	0.00165863485797257	"Scaffold"	"DOR"	" Training vs Validation"
26	0.0831289765508097	0.0378564343565381	"Scaffold"	"DOR"	" Training vs Validation"
27	0.114280876288288	0.00110896918266046	"Scaffold"	"DOR"	" Training vs Validation"
28	0.103730782256147	0.00415297750199328	"Scaffold"	"DOR"	" Training vs Validation"
29	0.0310498214229958	0.944802962710686	"Scaffold"	"DOR"	" Training vs Validation"
0	0.0358915306283728	0.84036891100874	"Random"	"KOR"	"Training vs Test"
1	0.0430377746167219	0.643365074950751	"Random"	"KOR"	"Training vs Test"
2	0.0302580776264987	0.949271806039267	"Random"	"KOR"	"Training vs Test"
3	0.0341314999209736	0.880799544570927	"Random"	"KOR"	"Training vs Test"
4	0.0308552913816072	0.940766652446036	"Random"	"KOR"	"Training vs Test"
5	0.0672401725033304	0.137613484439915	"Random"	"KOR"	"Training vs Test"
6	0.0734595497753392	0.0820028798761164	"Random"	"KOR"	"Training vs Test"
7	0.0546682020366231	0.339338572043682	"Random"	"KOR"	"Training vs Test"
8	0.0500891869312921	0.447728947490981	"Random"	"KOR"	"Training vs Test"
9	0.0323443744496376	0.91621650195171	"Random"	"KOR"	"Training vs Test"
10	0.0474169658380185	0.518784211094305	"Random"	"KOR"	"Training vs Test"
11	0.0628022759601707	0.193535507730175	"Random"	"KOR"	"Training vs Test"
12	0.0634186818397345	0.184846630387659	"Random"	"KOR"	"Training vs Test"
13	0.0418659260764525	0.67735050528233	"Random"	"KOR"	"Training vs Test"
14	0.0495755153649891	0.460988143098328	"Random"	"KOR"	"Training vs Test"
15	0.0545982072297862	0.340854667974475	"Random"	"KOR"	"Training vs Test"
16	0.059229153965996	0.250256372618826	"Random"	"KOR"	"Training vs Test"
17	0.0329133644923118	0.905615506780705	"Random"	"KOR"	"Training vs Test"
18	0.0489150804940279	0.478328086841743	"Random"	"KOR"	"Training vs Test"
19	0.0361003861003861	0.835255145548011	"Random"	"KOR"	"Training vs Test"
20	0.0730531283162862	0.0849439782021471	"Random"	"KOR"	"Training vs Test"
21	0.0322924428187586	0.91715125561439	"Random"	"KOR"	"Training vs Test"
22	0.0512790986475197	0.417822387165532	"Random"	"KOR"	"Training vs Test"
23	0.0738366185734606	0.0793514077642404	"Random"	"KOR"	"Training vs Test"
24	0.0387364808417441	0.766202418424501	"Random"	"KOR"	"Training vs Test"
25	0.047589694958116	0.514045985220085	"Random"	"KOR"	"Training vs Test"
26	0.0374641558852085	0.800472341666973	"Random"	"KOR"	"Training vs Test"
27	0.045258416311048	0.579335562318362	"Random"	"KOR"	"Training vs Test"
28	0.0269051005893112	0.982911973995936	"Random"	"KOR"	"Training vs Test"
29	0.0664262006367269	0.146757069927087	"Random"	"KOR"	"Training vs Test"
0	0.066291477195984	0.147292106424213	"Scaffold"	"KOR"	"Training vs Test"
1	0.163252442483454	2.70252326517451e-07	"Scaffold"	"KOR"	"Training vs Test"
2	0.114985817838008	0.000781970177580305	"Scaffold"	"KOR"	"Training vs Test"
3	0.0650601053532034	0.162110026582887	"Scaffold"	"KOR"	"Training vs Test"
4	0.119690693800369	0.000406076205320516	"Scaffold"	"KOR"	"Training vs Test"
5	0.137064967808743	2.87621114870573e-05	"Scaffold"	"KOR"	"Training vs Test"
6	0.0543491963441538	0.344698944172172	"Scaffold"	"KOR"	"Training vs Test"
7	0.044288865877268	0.605454640655915	"Scaffold"	"KOR"	"Training vs Test"
8	0.117799738868128	0.000530098675316726	"Scaffold"	"KOR"	"Training vs Test"
9	0.102624825536896	0.00385917781826284	"Scaffold"	"KOR"	"Training vs Test"
10	0.0687609742920175	0.120863798163823	"Scaffold"	"KOR"	"Training vs Test"
11	0.0516410787447661	0.407284227323514	"Scaffold"	"KOR"	"Training vs Test"
12	0.076871820269236	0.0599695057064739	"Scaffold"	"KOR"	"Training vs Test"
13	0.0548286884876863	0.334311888611813	"Scaffold"	"KOR"	"Training vs Test"
14	0.0821304758903246	0.0365114334579706	"Scaffold"	"KOR"	"Training vs Test"
15	0.15533069199946	1.20851028095892e-06	"Scaffold"	"KOR"	"Training vs Test"
16	0.0838188285083967	0.0309182300293391	"Scaffold"	"KOR"	"Training vs Test"
17	0.0529197244608527	0.37691517104635	"Scaffold"	"KOR"	"Training vs Test"
18	0.0544595020485345	0.342290642098671	"Scaffold"	"KOR"	"Training vs Test"
19	0.0378145963711674	0.78984184102632	"Scaffold"	"KOR"	"Training vs Test"
20	0.0957791184548197	0.00864108447710188	"Scaffold"	"KOR"	"Training vs Test"
21	0.0763743190311107	0.0627450253791237	"Scaffold"	"KOR"	"Training vs Test"
22	0.0644410427265769	0.169995558978373	"Scaffold"	"KOR"	"Training vs Test"
23	0.0614965557606591	0.2117215069399	"Scaffold"	"KOR"	"Training vs Test"
24	0.0505267660168385	0.434897350396484	"Scaffold"	"KOR"	"Training vs Test"
25	0.165010580343073	1.91874172328355e-07	"Scaffold"	"KOR"	"Training vs Test"
26	0.0939759578587187	0.0105866373242018	"Scaffold"	"KOR"	"Training vs Test"
27	0.0622101661338976	0.200949498063454	"Scaffold"	"KOR"	"Training vs Test"
28	0.0810274188465175	0.0406270162530441	"Scaffold"	"KOR"	"Training vs Test"
29	0.0999234613479807	0.00533976081586496	"Scaffold"	"KOR"	"Training vs Test"
0	0.0570570570570571	0.650369830002938	"Random"	"KOR"	" Validation vs Test"
1	0.0690690690690691	0.404952584423538	"Random"	"KOR"	" Validation vs Test"
2	0.0690690690690691	0.404952584423538	"Random"	"KOR"	" Validation vs Test"
3	0.0540540540540541	0.715416453906509	"Random"	"KOR"	" Validation vs Test"
4	0.0600600600600601	0.585325050990847	"Random"	"KOR"	" Validation vs Test"
5	0.0930930930930931	0.111591264047454	"Random"	"KOR"	" Validation vs Test"
6	0.048048048048048	0.836763374590381	"Random"	"KOR"	" Validation vs Test"
7	0.0630630630630631	0.521968512666054	"Random"	"KOR"	" Validation vs Test"
8	0.0810810810810811	0.223700274500034	"Random"	"KOR"	" Validation vs Test"
9	0.045045045045045	0.888107921944842	"Random"	"KOR"	" Validation vs Test"
10	0.0600600600600601	0.585325050990847	"Random"	"KOR"	" Validation vs Test"
11	0.12012012012012	0.0163805901312304	"Random"	"KOR"	" Validation vs Test"
12	0.0810810810810811	0.223700274500034	"Random"	"KOR"	" Validation vs Test"
13	0.0780780780780781	0.262068191795541	"Random"	"KOR"	" Validation vs Test"
14	0.0960960960960961	0.0923632208904105	"Random"	"KOR"	" Validation vs Test"
15	0.033033033033033	0.99338729755146	"Random"	"KOR"	" Validation vs Test"
