"X"	"metric_score"	"metric_name"	"mol_prop"	"model_name"	"fold"	"split_type"	"task"	"edge_removed"	"edge_pct"
382	1	"AUROC"	"  MDR1"	"RF"	23	"Random"	"Cutoff value: 7"	"N"	2.08333333333333
384	0.903955808980755	"AUROC"	"  MDR1"	"RF"	24	"Scaffold"	"Cutoff value: 6"	"N"	2.06896551724138
388	0.920869565217391	"AUROC"	"  MDR1"	"RF"	24	"Scaffold"	"Cutoff value: 5"	"N"	2.06896551724138
390	0.922722868217054	"AUROC"	"  MDR1"	"RF"	24	"Scaffold"	"Cutoff value: 7"	"N"	2.06896551724138
392	0.972988843217851	"AUROC"	"  MDR1"	"RF"	24	"Random"	"Cutoff value: 6"	"N"	3.47222222222222
396	0.989473684210526	"AUROC"	"  MDR1"	"RF"	24	"Random"	"Cutoff value: 5"	"N"	3.47222222222222
398	1	"AUROC"	"  MDR1"	"RF"	24	"Random"	"Cutoff value: 7"	"N"	3.47222222222222
400	0.996296296296296	"AUROC"	"  MDR1"	"RF"	25	"Scaffold"	"Cutoff value: 6"	"N"	1.37931034482759
404	0.953412073490814	"AUROC"	"  MDR1"	"RF"	25	"Scaffold"	"Cutoff value: 5"	"N"	1.37931034482759
406	0.996350364963504	"AUROC"	"  MDR1"	"RF"	25	"Scaffold"	"Cutoff value: 7"	"N"	1.37931034482759
408	0.990430622009569	"AUROC"	"  MDR1"	"RF"	25	"Random"	"Cutoff value: 6"	"N"	3.47222222222222
412	0.988095238095238	"AUROC"	"  MDR1"	"RF"	25	"Random"	"Cutoff value: 5"	"N"	3.47222222222222
414	0.995884773662552	"AUROC"	"  MDR1"	"RF"	25	"Random"	"Cutoff value: 7"	"N"	3.47222222222222
416	1	"AUROC"	"  MDR1"	"RF"	26	"Scaffold"	"Cutoff value: 6"	"N"	2.06896551724138
420	0.979312354312354	"AUROC"	"  MDR1"	"RF"	26	"Scaffold"	"Cutoff value: 5"	"N"	2.06896551724138
422	0.99645390070922	"AUROC"	"  MDR1"	"RF"	26	"Scaffold"	"Cutoff value: 7"	"N"	2.06896551724138
424	0.998901098901099	"AUROC"	"  MDR1"	"RF"	26	"Random"	"Cutoff value: 6"	"N"	1.38888888888889
428	0.995564516129032	"AUROC"	"  MDR1"	"RF"	26	"Random"	"Cutoff value: 5"	"N"	1.38888888888889
430	0.919343814080656	"AUROC"	"  MDR1"	"RF"	26	"Random"	"Cutoff value: 7"	"N"	1.38888888888889
432	0.99896480331263	"AUROC"	"  MDR1"	"RF"	27	"Scaffold"	"Cutoff value: 6"	"N"	2.06896551724138
436	0.986431478968792	"AUROC"	"  MDR1"	"RF"	27	"Scaffold"	"Cutoff value: 5"	"N"	2.06896551724138
438	0.796099290780142	"AUROC"	"  MDR1"	"RF"	27	"Scaffold"	"Cutoff value: 7"	"N"	2.06896551724138
440	0.974116161616162	"AUROC"	"  MDR1"	"RF"	27	"Random"	"Cutoff value: 6"	"N"	2.77777777777778
444	0.954395604395604	"AUROC"	"  MDR1"	"RF"	27	"Random"	"Cutoff value: 5"	"N"	2.77777777777778
446	0.995828988529718	"AUROC"	"  MDR1"	"RF"	27	"Random"	"Cutoff value: 7"	"N"	2.77777777777778
448	0.938757655293088	"AUROC"	"  MDR1"	"RF"	28	"Scaffold"	"Cutoff value: 6"	"N"	9.6551724137931
452	0.959274673008324	"AUROC"	"  MDR1"	"RF"	28	"Scaffold"	"Cutoff value: 5"	"N"	9.6551724137931
454	0.912962962962963	"AUROC"	"  MDR1"	"RF"	28	"Scaffold"	"Cutoff value: 7"	"N"	9.6551724137931
456	0.994105263157895	"AUROC"	"  MDR1"	"RF"	28	"Random"	"Cutoff value: 6"	"N"	4.16666666666667
460	0.994784876140808	"AUROC"	"  MDR1"	"RF"	28	"Random"	"Cutoff value: 5"	"N"	4.16666666666667
462	1	"AUROC"	"  MDR1"	"RF"	28	"Random"	"Cutoff value: 7"	"N"	4.16666666666667
464	0.929511278195489	"AUROC"	"  MDR1"	"RF"	29	"Scaffold"	"Cutoff value: 6"	"N"	0
468	0.88468992248062	"AUROC"	"  MDR1"	"RF"	29	"Scaffold"	"Cutoff value: 5"	"N"	0
470	0.919259259259259	"AUROC"	"  MDR1"	"RF"	29	"Scaffold"	"Cutoff value: 7"	"N"	0
472	0.971781305114638	"AUROC"	"  MDR1"	"RF"	29	"Random"	"Cutoff value: 6"	"N"	2.08333333333333
476	0.974193548387097	"AUROC"	"  MDR1"	"RF"	29	"Random"	"Cutoff value: 5"	"N"	2.08333333333333
478	1	"AUROC"	"  MDR1"	"RF"	29	"Random"	"Cutoff value: 7"	"N"	2.08333333333333
4	0.93969298245614	"AUROC"	" CYP2D6"	"RF"	0	"Scaffold"	"Cutoff value: 5"	"N"	0
8	0.59679203539823	"AUROC"	" CYP2D6"	"RF"	0	"Random"	"Cutoff value: 6"	"N"	0
12	0.631475225225225	"AUROC"	" CYP2D6"	"RF"	0	"Random"	"Cutoff value: 5"	"N"	0
16	0.732456140350877	"AUROC"	" CYP2D6"	"RF"	1	"Scaffold"	"Cutoff value: 6"	"N"	0
20	0.604444444444445	"AUROC"	" CYP2D6"	"RF"	1	"Scaffold"	"Cutoff value: 5"	"N"	0
24	0.284875183553598	"AUROC"	" CYP2D6"	"RF"	1	"Random"	"Cutoff value: 6"	"N"	0.869565217391304
28	0.762387387387387	"AUROC"	" CYP2D6"	"RF"	1	"Random"	"Cutoff value: 5"	"N"	0.869565217391304
30	0.7117903930131	"AUROC"	" CYP2D6"	"RF"	1	"Random"	"Cutoff value: 7"	"N"	0.869565217391304
32	0.853891336270191	"AUROC"	" CYP2D6"	"RF"	2	"Scaffold"	"Cutoff value: 6"	"N"	0
36	0.788444444444444	"AUROC"	" CYP2D6"	"RF"	2	"Scaffold"	"Cutoff value: 5"	"N"	0
38	0.337719298245614	"AUROC"	" CYP2D6"	"RF"	2	"Scaffold"	"Cutoff value: 7"	"N"	0
40	0.688693098384728	"AUROC"	" CYP2D6"	"RF"	2	"Random"	"Cutoff value: 6"	"N"	0.869565217391304
44	0.855282738095238	"AUROC"	" CYP2D6"	"RF"	2	"Random"	"Cutoff value: 5"	"N"	0.869565217391304
46	0.970394736842105	"AUROC"	" CYP2D6"	"RF"	2	"Random"	"Cutoff value: 7"	"N"	0.869565217391304
48	0.470631424375918	"AUROC"	" CYP2D6"	"RF"	3	"Scaffold"	"Cutoff value: 6"	"N"	1.73913043478261
52	0.538006756756757	"AUROC"	" CYP2D6"	"RF"	3	"Scaffold"	"Cutoff value: 5"	"N"	1.73913043478261
54	0.938864628820961	"AUROC"	" CYP2D6"	"RF"	3	"Scaffold"	"Cutoff value: 7"	"N"	1.73913043478261
56	0.396929824561403	"AUROC"	" CYP2D6"	"RF"	3	"Random"	"Cutoff value: 6"	"N"	1.30434782608696
60	0.947544642857143	"AUROC"	" CYP2D6"	"RF"	3	"Random"	"Cutoff value: 5"	"N"	1.30434782608696
64	0.703947368421053	"AUROC"	" CYP2D6"	"RF"	4	"Scaffold"	"Cutoff value: 6"	"N"	1.73913043478261
68	0.595720720720721	"AUROC"	" CYP2D6"	"RF"	4	"Scaffold"	"Cutoff value: 5"	"N"	1.73913043478261
72	0.989035087719298	"AUROC"	" CYP2D6"	"RF"	4	"Random"	"Cutoff value: 6"	"N"	0
76	0.894144144144144	"AUROC"	" CYP2D6"	"RF"	4	"Random"	"Cutoff value: 5"	"N"	0
78	0.995633187772926	"AUROC"	" CYP2D6"	"RF"	4	"Random"	"Cutoff value: 7"	"N"	0
80	0.835730088495575	"AUROC"	" CYP2D6"	"RF"	5	"Scaffold"	"Cutoff value: 6"	"N"	0
84	0.83445945945946	"AUROC"	" CYP2D6"	"RF"	5	"Scaffold"	"Cutoff value: 5"	"N"	0
86	1	"AUROC"	" CYP2D6"	"RF"	5	"Scaffold"	"Cutoff value: 7"	"N"	0
88	0.853891336270191	"AUROC"	" CYP2D6"	"RF"	5	"Random"	"Cutoff value: 6"	"N"	0.434782608695652
92	0.95045045045045	"AUROC"	" CYP2D6"	"RF"	5	"Random"	"Cutoff value: 5"	"N"	0.434782608695652
94	0.6875	"AUROC"	" CYP2D6"	"RF"	5	"Random"	"Cutoff value: 7"	"N"	0.434782608695652
100	0.598684210526316	"AUROC"	" CYP2D6"	"RF"	6	"Scaffold"	"Cutoff value: 5"	"N"	0
104	0.591042584434655	"AUROC"	" CYP2D6"	"RF"	6	"Random"	"Cutoff value: 6"	"N"	1.30434782608696
108	0.559895833333333	"AUROC"	" CYP2D6"	"RF"	6	"Random"	"Cutoff value: 5"	"N"	1.30434782608696
110	0.609397944199706	"AUROC"	" CYP2D6"	"RF"	6	"Random"	"Cutoff value: 7"	"N"	1.30434782608696
112	0.717920353982301	"AUROC"	" CYP2D6"	"RF"	7	"Scaffold"	"Cutoff value: 6"	"N"	0
116	0.855227272727273	"AUROC"	" CYP2D6"	"RF"	7	"Scaffold"	"Cutoff value: 5"	"N"	0
118	0.324561403508772	"AUROC"	" CYP2D6"	"RF"	7	"Scaffold"	"Cutoff value: 7"	"N"	0
120	0.715124816446402	"AUROC"	" CYP2D6"	"RF"	7	"Random"	"Cutoff value: 6"	"N"	0
124	0.775297619047619	"AUROC"	" CYP2D6"	"RF"	7	"Random"	"Cutoff value: 5"	"N"	0
126	0.373362445414847	"AUROC"	" CYP2D6"	"RF"	7	"Random"	"Cutoff value: 7"	"N"	0
128	1	"AUROC"	" CYP2D6"	"RF"	8	"Scaffold"	"Cutoff value: 6"	"N"	0
132	0.573464912280702	"AUROC"	" CYP2D6"	"RF"	8	"Scaffold"	"Cutoff value: 5"	"N"	0
136	0.97503671071953	"AUROC"	" CYP2D6"	"RF"	8	"Random"	"Cutoff value: 6"	"N"	0
140	0.964766175528507	"AUROC"	" CYP2D6"	"RF"	8	"Random"	"Cutoff value: 5"	"N"	0
144	0.131578947368421	"AUROC"	" CYP2D6"	"RF"	9	"Scaffold"	"Cutoff value: 6"	"N"	0
148	0.551991150442478	"AUROC"	" CYP2D6"	"RF"	9	"Scaffold"	"Cutoff value: 5"	"N"	0
